20
130 11
4860 6153 7
2203 9437 1
686 2089 7
1343 7387 9
2040 8611 2
688 5924 3
194 2965 4
3427 6733 9
2231 3045 5
1416 3846 5
437 8820 3
1171 2540 6
1624 3068 3
5343 8054 7
4977 5496 2
3657 6718 4
7397 8164 1
8685 9552 5
6639 7047 1
874 6420 4
6417 8746 7
3712 9602 2
311 5291 9
3942 7034 4
1118 2920 8
671 6293 8
7635 9063 8
205 2635 7
3586 9260 5
6243 6335 6
1654 8564 2
3033 7966 7
2742 2915 9
2993 4082 1
5313 7633 4
6893 7161 9
4851 8244 1
7222 7916 8
4338 8734 1
1900 4127 1
1806 7612 7
1831 4707 2
8155 8789 9
1955 6743 9
989 1447 2
2929 7362 3
2741 7713 4
6089 9706 8
81 5106 2
1876 6251 3
901 1544 6
4352 7847 1
6097 9374 1
3786 7263 6
160 1913 6
102 8975 5
7805 8889 9
1160 5230 8
727 3681 8
3619 3946 9
7398 9824 8
6820 8675 3
1203 6802 2
7628 8125 3
2960 7602 2
3813 5482 6
3597 4519 8
7426 8898 9
4477 6902 1
2598 5859 4
6044 6093 7
4828 9982 4
5574 9712 1
4092 9132 3
1441 7578 6
5759 7409 5
7178 9222 6
7146 9093 9
973 3533 6
2547 3019 9
458 8734 8
1081 7544 5
1506 1696 7
3812 7691 3
4932 9589 5
8754 9303 8
5510 9853 8
1011 5341 1
4607 7483 1
2788 5817 2
2715 7389 9
2417 4740 4
23 6577 7
1406 7928 7
6646 6845 8
1463 2018 6
8687 9528 6
7330 9196 2
2016 6534 1
522 1115 2
7734 9567 3
72 1882 1
4107 7775 4
8223 9243 4
482 721 9
670 9686 5
3420 3673 4
910 9418 7
5500 7852 9
1332 9843 8
761 1730 1
23 1425 5
5232 8061 8
7749 7859 4
1556 7729 4
738 1435 3
6570 8725 7
2804 4052 4
5365 8460 9
5240 8882 7
1777 4325 7
5091 5930 7
4403 7022 4
5088 8474 7
1888 6044 2
2888 4788 9
51 618 6
1413 5916 9
3427 3495 7
4934 6485 8
6048 8905 2
1779 7652 9
8774 9602 6
5413 8173 3
1233 1998 3
1722 3386 6
2109 4354 7
6612 9395 8
5453 6418 7
2917 6004 5
2743 8677 7
3348 5530 2
2012 8537 6
4867 9377 1
189 6
7067 9079 4
4922 5060 2
2103 4319 4
430 5861 6
2149 4723 2
3192 8578 4
8514 9432 6
4065 4171 1
6967 9854 6
6053 7936 5
3514 4814 1
5521 5568 4
2304 8531 6
9435 9459 1
1054 6922 5
240 5598 4
1344 5084 6
99 5371 1
3988 5986 5
3034 7924 2
2982 9118 3
1600 8397 5
5652 9262 6
6147 9906 1
3696 7806 3
2246 6162 5
4602 4814 5
2354 8449 5
3847 8225 2
2335 7119 4
2864 7077 5
640 8129 6
1233 1563 5
8024 8317 6
3897 4800 4
6232 8510 4
6690 9155 5
7180 9919 2
5160 9771 1
1441 7364 2
7936 9446 5
4797 7907 3
4426 7799 5
3480 5060 5
595 2982 3
1095 3902 6
4204 9017 4
2843 4032 1
2850 4876 5
2018 5624 3
5588 5814 5
5305 6613 1
2643 4557 1
552 5436 2
2995 3196 5
2538 6678 3
1557 9426 1
4196 5150 1
4831 7632 3
2607 3046 3
7199 9116 5
2595 7593 2
5818 9372 5
1603 3559 2
7074 8345 5
2436 4845 3
6411 6923 5
5 7479 3
1085 7217 6
1103 1415 2
523 2701 6
1911 5909 1
5422 9257 4
876 2857 3
4937 8507 3
2597 3673 6
5186 7465 6
3266 7439 5
1751 8017 6
1587 5777 4
556 9638 2
6185 6796 2
1253 7064 5
5715 7050 5
1286 9623 6
2415 4838 2
1303 2637 3
2544 3469 4
3717 5847 3
1485 7870 1
2981 3978 2
678 1853 1
2119 7688 3
1274 4020 3
4386 8950 3
1051 7629 2
4104 6675 4
954 5270 2
390 8029 2
1842 7741 6
6963 9581 6
540 8611 6
2818 9428 1
6972 8321 6
8820 9572 1
3873 6767 3
1949 6745 4
5241 7964 4
672 6403 4
4198 8116 5
3479 5682 2
2500 3830 1
578 5496 5
7535 9198 5
2893 8708 1
4162 7995 2
2641 8416 5
1195 9582 1
6616 7101 2
1972 7700 6
5258 9042 2
5804 6881 2
33 8727 6
994 3753 1
0 4971 3
2690 6067 6
4356 9478 5
438 7425 3
1190 4579 4
6512 8899 1
4617 5253 5
5591 8821 5
942 9001 1
3936 7519 5
1667 3836 4
179 5010 5
717 1373 3
895 4001 2
2644 5843 4
5030 8026 4
2620 3707 1
6649 7825 2
4327 5247 6
6313 8254 3
2269 6638 3
6320 6521 5
5723 8389 4
438 2276 2
5549 9455 2
2095 5638 3
6317 9055 2
1507 7771 3
4013 9968 5
3287 6132 1
2041 4427 2
1020 9472 4
88 9736 1
2155 6609 1
4463 9357 3
3209 6673 3
2931 9485 4
4046 9021 3
1945 2510 1
7281 9181 2
2904 3545 2
4155 7736 5
2738 4445 4
2124 8005 1
2648 5087 1
2307 4543 5
3193 5188 6
6143 9977 2
5989 9659 4
2018 8760 5
603 2007 1
4416 9281 1
5923 7450 3
8393 8984 2
8002 8968 6
2681 9424 6
7897 8217 5
364 4181 5
2510 7652 3
1597 5727 5
5628 7835 5
314 1989 6
5571 7187 1
391 1791 2
4635 7513 5
326 1
4348 6992 1
1935 8735 1
4450 8250 1
9374 9865 1
7779 9324 1
5686 8550 1
575 8936 1
3151 5102 1
2197 8091 1
4383 6208 1
5518 6651 1
2629 6224 1
4359 5628 1
1571 6397 1
9489 9618 1
3016 4331 1
7428 7804 1
3578 5355 1
2578 4745 1
1085 4486 1
2559 9771 1
602 2272 1
3526 7203 1
2915 8773 1
3506 5798 1
737 5480 1
5682 9654 1
4354 5302 1
5564 9131 1
2941 7480 1
4204 6753 1
704 2879 1
4570 4905 1
5042 8583 1
3173 7709 1
3473 4558 1
3199 6932 1
4698 7599 1
757 4680 1
6913 8264 1
6950 8535 1
267 8199 1
1737 7055 1
3897 5646 1
1001 7383 1
63 7777 1
1023 3718 1
5980 5983 1
1048 8690 1
3748 3867 1
842 4101 1
4110 9182 1
9582 9756 1
6687 7186 1
4037 5906 1
2949 3359 1
2186 2894 1
3962 5531 1
7318 9740 1
3210 7214 1
4616 6070 1
3889 6134 1
2721 5283 1
3787 7614 1
2707 6909 1
1673 9636 1
4492 7794 1
2395 5884 1
1658 7824 1
4517 6064 1
3213 7893 1
7041 8564 1
7877 8173 1
4398 9369 1
886 5123 1
511 4257 1
330 1263 1
953 3404 1
2583 3244 1
1074 1387 1
1044 4789 1
6892 9719 1
7599 9145 1
4681 9049 1
591 9941 1
4632 8403 1
6163 9443 1
1782 6732 1
439 8797 1
1341 8608 1
7623 8792 1
33 1162 1
2169 7713 1
7159 8933 1
4133 5739 1
4695 7380 1
3598 9694 1
241 3198 1
2285 4046 1
604 8467 1
144 4364 1
6742 9203 1
4092 8857 1
6282 7377 1
6679 9889 1
542 6536 1
8542 9086 1
4577 4724 1
5069 6667 1
4449 5560 1
8757 9548 1
223 8783 1
88 7600 1
2300 9870 1
1107 6427 1
4276 9727 1
2606 9637 1
6101 6943 1
7122 9711 1
1781 2571 1
4526 9644 1
938 1423 1
4402 7373 1
1842 7991 1
1021 4705 1
826 8475 1
1737 3450 1
4395 4454 1
2218 5408 1
8223 9149 1
2306 4810 1
2235 2362 1
6394 9661 1
166 1364 1
4309 6629 1
341 2751 1
5333 8365 1
959 7475 1
6580 7362 1
5888 8292 1
5738 9770 1
3127 9364 1
2055 2224 1
652 3976 1
1462 5146 1
7343 8243 1
3757 9125 1
1073 1160 1
2921 7507 1
175 4943 1
4481 5291 1
4134 4849 1
7047 8392 1
999 1514 1
7458 7599 1
8240 9987 1
437 3367 1
8091 8902 1
3482 5019 1
472 5973 1
7304 8088 1
9250 9844 1
1931 5903 1
5943 8396 1
3717 5166 1
811 3146 1
1894 7504 1
4995 8479 1
3033 9257 1
5665 6334 1
4048 5297 1
1283 2186 1
1403 5055 1
440 8416 1
5287 6126 1
1422 3368 1
871 2247 1
2303 6427 1
2324 4963 1
3073 8916 1
3162 6578 1
5066 8353 1
763 3780 1
4396 8180 1
649 5606 1
8338 9154 1
915 2136 1
944 9084 1
2934 9553 1
850 4488 1
4853 5493 1
2465 3357 1
2834 5947 1
1830 3725 1
1323 9481 1
2502 6625 1
7145 7628 1
3790 6803 1
6165 9474 1
3057 5260 1
5762 6199 1
3095 9434 1
3265 5852 1
5727 8790 1
438 3985 1
4893 7207 1
4688 9405 1
302 6503 1
835 7884 1
4519 8214 1
2004 8971 1
1558 2937 1
405 8765 1
2723 5644 1
3204 7121 1
583 7120 1
161 632 1
1168 2154 1
4177 5900 1
369 3600 1
164 7453 1
5768 8608 1
3083 7416 1
7093 8875 1
4710 8288 1
350 5137 1
5551 7237 1
6018 7141 1
4510 9232 1
3324 5414 1
8600 9783 1
76 9627 1
1401 6892 1
5284 5494 1
6793 9770 1
1617 3205 1
4394 8508 1
6225 6278 1
4908 6021 1
2890 7540 1
933 5771 1
2099 3743 1
227 3656 1
1455 1690 1
2797 7526 1
692 4809 1
37 518 1
3616 6430 1
4839 7048 1
7936 9078 1
3573 5576 1
3346 8779 1
1180 2642 1
2352 5717 1
3264 7375 1
2258 4445 1
2197 9646 1
2438 5483 1
1789 2413 1
3926 4955 1
1385 3661 1
2771 9042 1
4347 8282 1
2224 4187 1
7386 8991 1
4376 4749 1
6210 7086 1
525 7963 1
3128 9365 1
5633 9322 1
2127 9424 1
782 2708 1
1090 4935 1
3087 6412 1
2396 4161 1
8325 8597 1
3908 8332 1
2320 8160 1
8745 9750 1
2244 6649 1
2344 7328 1
773 8521 1
5416 6659 1
5039 8471 1
7660 9195 1
6600 7410 1
2369 4055 1
2657 4586 1
3311 9028 1
1226 9449 1
424 4044 1
937 8446 1
7640 9557 1
3114 8888 1
1231 8467 1
1094 1257 1
5338 7305 1
784 5609 1
1403 7542 1
5428 9605 1
6582 7989 1
1061 4745 1
2031 5578 1
3309 9644 1
1583 4650 1
1292 1565 1
643 2388 1
8340 8682 1
7685 7876 1
8364 9372 1
7184 7408 1
3410 3920 1
2530 8239 1
2998 7953 1
2351 3849 1
2562 3879 1
1583 3620 1
3004 4469 1
651 8511 1
626 2711 1
2342 7182 1
3228 9983 1
5306 9891 1
765 2445 1
3388 8049 1
4266 4343 1
401 61
5010 8734 61
3909 4575 60
2999 9964 45
8050 9866 52
1767 3729 21
2584 6555 39
3963 4107 28
4256 7435 36
752 4529 6
5513 6223 27
2835 3713 32
3274 7083 39
3924 8523 4
7754 9481 59
287 1746 2
2660 8653 32
5904 7363 4
3823 9974 55
2101 3707 32
13 7363 17
2447 5724 32
5019 6028 52
1959 7639 48
2620 4933 14
2614 4713 2
484 4347 19
2783 6696 19
6438 6509 44
399 7109 16
3093 7511 44
2658 3431 42
5231 7917 29
2252 6608 27
3459 6607 51
6042 6049 24
760 7007 58
2233 4245 39
8850 9575 18
1507 9815 23
1790 2009 45
7832 8261 56
414 2543 47
3742 6856 5
6477 9743 44
385 3550 53
3350 8650 25
3812 5276 37
645 5324 33
77 9832 61
3364 5315 29
2343 5951 19
1075 9305 53
5075 9354 32
1643 5865 25
2172 6982 28
3664 4191 38
2195 6165 16
539 2553 41
4161 5770 52
6087 9646 34
3145 5362 22
3397 5587 31
7583 7704 1
698 8439 35
181 1295 44
2473 6166 36
452 1787 14
852 1308 59
544 1823 38
1781 4878 24
7199 9526 55
892 2876 40
4673 7080 43
665 2731 59
4757 8057 54
4709 9199 60
3673 5407 48
6090 9422 20
3214 9233 3
2845 6072 29
217 5316 23
1870 6670 21
2066 6006 21
9168 9884 45
6789 6885 43
1686 7187 44
2115 7827 40
31 9589 43
2744 6661 49
1671 2238 48
3587 6576 49
1411 5485 15
3444 8454 29
4829 9825 21
5321 6556 10
2107 8121 35
628 5742 3
949 3609 9
1544 8451 58
2257 9969 11
1208 4361 40
3691 5196 48
6066 7497 1
6222 9226 10
340 5934 38
6705 8513 51
1926 2060 36
958 5564 55
4160 9417 18
23 4692 61
344 9632 30
830 6922 35
4713 6224 22
4798 6827 54
3241 3552 5
1535 4640 33
1182 9435 49
3507 6435 12
3320 8291 40
186 8472 22
4038 6504 8
8008 9246 17
2523 5404 48
4225 5447 40
881 5399 3
3173 8889 14
5102 9209 20
6324 8558 5
2188 9582 10
951 6592 57
3359 7565 24
3945 8882 4
4706 9605 1
5349 5975 16
4377 8152 7
3508 7755 36
5558 8413 36
754 8309 51
3645 9357 21
2567 6766 17
5647 6827 59
1301 4878 13
2243 4185 34
3676 9306 10
3729 9807 34
789 4056 32
265 8669 21
2845 7583 23
1579 6977 59
3200 8069 19
976 7838 44
441 4913 42
3619 9041 30
3454 6450 18
2141 6308 34
160 6357 60
2406 3562 45
1751 7112 17
9 5690 23
7153 9537 16
866 4432 58
1104 5098 51
1242 2966 7
1503 9225 32
2079 7969 34
874 6976 51
2910 8720 41
4236 7008 6
4095 6541 13
1052 6620 57
3000 3733 40
185 6657 21
1430 4028 47
4546 5946 25
678 1897 14
3854 8295 27
8649 9873 16
4924 5502 38
2731 4854 16
7690 9748 5
880 1938 23
6685 7530 29
1634 2869 1
5084 9917 29
6235 9367 40
190 7589 38
5489 9647 58
1704 7684 53
326 3018 39
1920 7828 22
2542 6690 36
8997 9308 52
2248 5947 53
6466 9502 16
5447 7154 28
5330 8328 12
7270 8412 61
1499 9369 28
3988 5910 20
4077 8753 28
1347 6012 44
437 8261 48
6650 8652 60
333 9826 18
42 2209 22
3003 6806 11
503 2706 41
2183 4012 6
2572 5389 21
5370 9362 61
2267 7040 55
558 635 10
4501 9707 7
150 3443 9
1614 4329 51
685 1446 13
2384 8501 30
6061 8248 35
2435 8007 14
2278 3201 42
3156 8728 33
2819 9597 32
7245 8992 12
3678 6890 12
1969 6862 37
3635 4246 39
5189 8943 52
394 3586 46
1260 2456 18
699 6723 59
2139 3761 55
3444 6043 25
5016 8194 60
714 4125 10
157 4595 6
1820 4183 47
1274 6847 59
1232 1334 58
3032 6106 44
4407 7358 44
349 6019 44
1350 6797 59
1747 2117 6
3601 4546 13
456 3178 12
864 9088 55
8656 9194 52
7158 7410 19
6642 8821 31
349 9122 46
887 6979 55
4947 8084 40
7303 8619 35
4236 4527 22
149 4477 28
76 5352 48
4519 8760 46
4159 6707 59
2463 3238 30
2537 8322 36
5608 7341 15
2733 4726 38
3870 5021 54
5461 7373 27
1745 9153 20
2075 7003 41
3213 7920 7
1644 3813 42
1345 4674 56
3526 3596 52
3328 3640 46
3349 4028 59
3111 4532 24
2053 4034 7
425 604 26
3144 6992 30
7969 8269 48
8738 9830 11
2117 9224 3
4846 5480 48
2725 9727 23
4237 7863 37
1180 8675 41
8502 9842 8
991 7918 23
7749 8437 33
1203 4839 42
6098 8952 36
3011 9841 16
2517 9916 41
785 8891 53
5770 7767 36
1595 2157 28
2312 9258 27
2606 9414 20
1999 4611 43
1777 2989 4
1145 3542 38
1753 9460 32
1606 1969 16
7620 7802 32
8416 9680 55
4324 9966 59
1889 5341 50
1315 2139 32
93 974 59
792 854 44
7965 9985 50
6373 9644 61
7411 7639 33
2642 3040 19
4350 7837 28
94 9591 56
3626 7740 56
1539 4563 22
8419 9661 41
7001 8302 2
6064 6273 28
5250 7654 30
631 9285 5
8316 9159 10
5610 7733 17
4387 9765 54
3036 4504 56
3641 5366 13
2707 7684 19
2077 2306 14
6027 9849 27
256 7103 61
5480 8493 15
716 4318 29
2171 4928 52
6508 9872 12
6504 8176 24
1647 6894 46
1058 6894 30
1112 8719 48
3190 7268 17
2714 4118 28
7365 7748 11
3953 7946 49
216 7331 37
3476 4211 31
2914 6073 17
1848 2317 43
1414 1514 18
1526 2147 21
2979 9237 3
4254 4555 35
3848 5895 31
1205 1748 24
272 7817 33
2641 4218 33
2223 8741 1
557 1356 43
3979 5977 11
452 1912 51
751 7032 25
4172 8761 30
4135 9476 23
4339 4653 23
3179 8773 1
4906 8967 8
1920 6425 35
3484 9447 56
687 4032 45
262 8869 13
2719 3961 21
5721 7291 15
1267 4668 43
4538 9427 11
657 6284 9
7491 9151 4
2548 3184 15
450 6912 53
7200 8691 17
7349 7440 11
1033 1997 19
5744 7693 31
2840 4436 35
8382 9963 24
1227 4738 40
8803 9910 42
6666 8821 52
299 1440 3
2938 2974 24
3187 4903 5
353 4975 58
3779 8116 26
8074 9090 9
3546 3725 11
1416 5812 48
2090 3687 49
2009 4650 32
2456 9372 33
2775 8927 48
5523 9733 32
274 5244 10
2847 4606 14
5893 6983 21
7481 9162 51
195 1
1593 8578 1
7700 9087 1
4248 8690 1
3393 6218 1
99 7650 1
196 1392 1
5250 5558 1
2363 8198 1
464 8082 1
4298 6972 1
323 4854 1
2623 8394 1
5474 9951 1
1413 2740 1
8360 8775 1
4518 6703 1
2600 3369 1
2612 5353 1
4776 8279 1
4638 7705 1
248 927 1
1752 3793 1
3949 5299 1
5148 6177 1
4247 8806 1
5351 7617 1
4287 6531 1
5386 7924 1
4474 8663 1
5035 6745 1
1449 1512 1
8124 9858 1
2498 9200 1
609 5037 1
3549 6926 1
1193 4774 1
1004 6380 1
1051 8116 1
6526 9818 1
1826 5713 1
5046 7700 1
3712 9800 1
6784 7447 1
5423 6430 1
1541 4337 1
4618 8656 1
2094 9369 1
6142 7388 1
57 5357 1
2425 6040 1
861 5032 1
2595 3535 1
4023 8012 1
3802 4906 1
2095 6616 1
1335 5577 1
2182 8561 1
4354 5589 1
3487 7878 1
2923 5166 1
3483 4997 1
2485 7557 1
1174 7285 1
507 9242 1
5509 9670 1
9433 9989 1
4863 8226 1
653 3904 1
2088 2268 1
682 5523 1
8382 8693 1
6165 9907 1
6378 9372 1
3836 7496 1
497 3744 1
4576 6463 1
6497 7499 1
2344 2664 1
989 7953 1
7348 9045 1
4443 6897 1
5830 7213 1
2992 3746 1
2432 2916 1
157 2006 1
2006 2326 1
4073 5986 1
1408 9157 1
3647 8423 1
6648 9318 1
2598 4329 1
615 6492 1
9183 9297 1
2116 7633 1
3419 5304 1
1776 3451 1
4302 7145 1
8096 8873 1
3938 5505 1
6288 9023 1
1104 8758 1
7544 9110 1
7226 8557 1
1937 2628 1
1833 5306 1
2249 5556 1
882 1171 1
972 3079 1
1481 6863 1
2706 4971 1
3021 7305 1
2690 3433 1
6550 9745 1
106 2541 1
3111 8346 1
339 1457 1
1270 9610 1
392 1319 1
596 7217 1
3551 4382 1
6643 8886 1
3421 7121 1
4285 5480 1
1059 2993 1
4418 5668 1
4187 5958 1
3272 5744 1
1723 9023 1
4848 5205 1
2321 7801 1
7978 9559 1
5328 8121 1
1423 7809 1
1685 2118 1
8141 8823 1
3105 7162 1
4654 7338 1
481 2928 1
1822 9297 1
1646 8272 1
4116 8255 1
4309 8422 1
1658 1982 1
970 1711 1
453 817 1
7518 8873 1
4585 7195 1
4504 7023 1
3358 8223 1
6484 9927 1
5324 6366 1
0 4954 1
7869 8678 1
5676 8135 1
4913 6718 1
8062 9090 1
5088 8248 1
732 3401 1
2128 2796 1
2925 4004 1
4243 7560 1
4995 8830 1
6254 9581 1
6097 6111 1
2747 3664 1
3053 4836 1
412 1899 1
4843 8503 1
2101 2411 1
4136 7245 1
4599 4847 1
1022 6935 1
3563 7112 1
1594 8600 1
2756 9855 1
6819 7908 1
4537 7869 1
1433 3761 1
6797 7398 1
770 3442 1
182 5910 1
4982 7159 1
6019 9987 1
362 5736 1
222 4106 1
937 5578 1
695 9337 1
4865 7845 1
436 5775 1
6042 7883 1
1259 3138 1
2685 9018 1
1315 6247 1
1922 8953 1
8621 8762 1
